paper_id,title,first_author,publication_year,journal,doi,document_type,journal_impact_factor_year,journal_impact_factor,journal_quartile,journal_metrics_source,needs_manual_journal_check,relevance_score,extractability_score,journal_quality_score,priority_score,likely_ni_based,likely_contains_conditions,likely_contains_performance,priority_rationale,screening_notes,exclude_reason,old_final_priority_label
paper_0200,In-situ catalytic upgrading of tar from integrated process of coal pyrolysis with steam reforming of methane over carbon based Ni catalyst,Zheng-wei WANG,2022.0,Journal of Fuel Chemistry and Technology,10.1016/s1872-5813(21)60169-x,journal_article,,,,,yes,75,50,0,32.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0196,Steam reforming of methane: Current states of catalyst design and process upgrading,Haotian Zhang,2021.0,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2021.111330,journal_article,,,,,yes,75,50,0,32.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0118,Pilot Study on the Use of Methane Steam Reforming Catalyst in Molten Car-bonate Fuel Cell,LI,2011.0,CHINESE JOURNAL OF CATALYSIS (CHINESE VERSION),10.3724/sp.j.1088.2011.00637,journal_article,,,,,yes,75,50,0,32.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0050,05/00609 Dissociation of vibrationally excited methane on Ni catalyst: Part 1. application to methane steam reforming,,2005.0,Fuel and Energy Abstracts,10.1016/s0140-6701(05)80612-5,journal_article,,,,,yes,75,50,0,32.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0034,Highly stable Ni catalyst supported on Ce–ZrO2 for oxy-steam reforming of methane,Hyun‐Seog Roh,2001.0,Catalysis Letters,10.1023/a:1016699317421,journal_article,,,,,yes,75,50,0,32.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0026,Kinetic studies of methane steam reforming on ceria-supported Pd,Radu Crăciun,1998.0,Catalysis Letters,10.1023/a:1019022009310,journal_article,,,,,yes,75,50,0,32.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0024,97/01138 Simultaneous carbon dioxide and steam reforming of methane to syngas over NiOCaO catalyst,,1997.0,Fuel and Energy Abstracts,10.1016/s0140-6701(97)82906-2,journal_article,,,,,yes,75,50,0,32.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0014,Steam reforming of hydrocarbons on noble metal catalysts. (Part 8). Steam reforming of methane on supported ruthenium catalysts.,KIKUCHI,1990.0,Journal of The Japan Petroleum Institute,10.1627/jpi1958.33.152,journal_article,,,,,yes,75,50,0,32.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0213,"Review for ""Effect of ceria morphology on hydrogen production via methane steam reforming for membrane reformer""",,2024.0,,10.1002/cjce.25396/v2/review2,review,,,,,yes,75,25,0,27.5,no,no,yes,review仅作背景参考；期刊IF缺失，需人工核查；更可能包含性能字段,review_kept_separately_for_manual_flagging,review_background_only,low_priority
paper_0214,"Review for ""Effect of ceria morphology on hydrogen production via methane steam reforming for membrane reformer""",,2024.0,,10.1002/cjce.25396/v1/review1,review,,,,,yes,75,25,0,27.5,no,no,yes,review仅作背景参考；期刊IF缺失，需人工核查；更可能包含性能字段,review_kept_separately_for_manual_flagging,review_background_only,low_priority
paper_0215,"Review for ""Effect of ceria morphology on hydrogen production via methane steam reforming for membrane reformer""",,2024.0,,10.1002/cjce.25396/v1/review2,review,,,,,yes,75,25,0,27.5,no,no,yes,review仅作背景参考；期刊IF缺失，需人工核查；更可能包含性能字段,review_kept_separately_for_manual_flagging,review_background_only,low_priority
paper_0216,"Review for ""Effect of ceria morphology on hydrogen production via methane steam reforming for membrane reformer""",,2024.0,,10.1002/cjce.25396/v2/review1,review,,,,,yes,75,25,0,27.5,no,no,yes,review仅作背景参考；期刊IF缺失，需人工核查；更可能包含性能字段,review_kept_separately_for_manual_flagging,review_background_only,low_priority
paper_0001,Influence of Catalytic Supports on Methane Steam Reforming: A Short Review,Gebreel,,,10.31219/osf.io/6du2j,review,,,,,yes,75,25,0,27.5,no,no,no,review仅作背景参考；期刊IF缺失，需人工核查,review_kept_separately_for_manual_flagging,review_background_only,low_priority
paper_0188,Modeling of low temperature steam reforming of flare gas to methane-rich fuel gas on Ni catalyst in different types of reactors,Shigarov,2020.0,Chemical Engineering Journal,10.1016/j.cej.2020.125313,journal_article,2025,13.2,,manual_lookup,no,65,70,100,83.5,no,yes,no,期刊IF>=10，期刊质量最高优先；更可能包含条件字段,journal_article_candidate_after_auto_screening,,low_priority
paper_0145,"Syngas production by methane oxy-steam reforming on Me/CeO2 (Me = Rh, Pt, Ni) catalyst lined on cordierite monoliths",Antonio Vita,2014.0,Applied Catalysis B: Environmental,10.1016/j.apcatb.2014.07.028,journal_article,2025,21.1,,manual_lookup,no,65,50,100,79.5,no,no,no,期刊IF>=10，期刊质量最高优先,journal_article_candidate_after_auto_screening,,low_priority
paper_0090,Methane steam reforming in a microchannel reactor for GTL intensification: A computational fluid dynamics simulation study,Gurutze Arzamendi,2009.0,Chemical Engineering Journal,10.1016/j.cej.2009.01.035,journal_article,2025,13.2,,manual_lookup,no,65,50,100,79.5,no,no,no,期刊IF>=10，期刊质量最高优先,journal_article_candidate_after_auto_screening,,low_priority
paper_0085,Olivine catalysts for methane- and tar-steam reforming,John N. Kuhn,2008.0,Applied Catalysis B: Environmental,10.1016/j.apcatb.2007.11.040,journal_article,2025,21.1,,manual_lookup,no,65,50,100,79.5,no,no,no,期刊IF>=10，期刊质量最高优先,journal_article_candidate_after_auto_screening,,low_priority
paper_0043,Catalytic steam reforming of methane over Ce0.9Gd0.1O2−,E. Ramı́rez-Cabrera,2003.0,Applied Catalysis B: Environmental,10.1016/j.apcatb.2003.08.008,journal_article,2025,21.1,,manual_lookup,no,65,50,100,79.5,no,no,no,期刊IF>=10，期刊质量最高优先,journal_article_candidate_after_auto_screening,,low_priority
paper_0135,Low temperature hydrogen production by catalytic steam reforming of methane in an electric field,Kazumasa Oshima,2013.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.12.069,journal_article,2025,8.3,,manual_lookup,no,65,85,85,79.0,no,yes,yes,期刊IF>=6，满足第一批高质量筛选门槛；更可能包含条件字段；更可能包含性能字段,journal_article_candidate_after_auto_screening,,low_priority
paper_0162,Microwave plasma-based method of hydrogen production via combined steam reforming of methane,Dariusz Czylkowski,2016.0,Energy,10.1016/j.energy.2016.07.088,journal_article,2025,9.4,,manual_lookup,no,65,65,85,75.0,no,no,yes,期刊IF>=6，满足第一批高质量筛选门槛；更可能包含性能字段,journal_article_candidate_after_auto_screening,,low_priority
paper_0141,Evaluation of the economic impact of hydrogen production by methane decomposition with steam reforming of methane process,Kartick C. Mondal,2014.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.04.087,journal_article,2025,8.3,,manual_lookup,no,65,65,85,75.0,no,no,yes,期刊IF>=6，满足第一批高质量筛选门槛；更可能包含性能字段,journal_article_candidate_after_auto_screening,,low_priority
paper_0139,Stable hydrogen production by methane steam reforming in a two zone fluidized bed reactor: Experimental assessment,Lucía C. Pérez-Moreno,2013.0,Journal of Power Sources,10.1016/j.jpowsour.2013.05.197,journal_article,2025,7.9,,manual_lookup,no,65,65,85,75.0,no,no,yes,期刊IF>=6，满足第一批高质量筛选门槛；更可能包含性能字段,journal_article_candidate_after_auto_screening,,low_priority
paper_0098,CFD simulation with detailed chemistry of steam reforming of methane for hydrogen production in an integrated micro-reactor,Xuli Zhai,2010.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.03.034,journal_article,2025,8.3,,manual_lookup,no,65,65,85,75.0,no,no,yes,期刊IF>=6，满足第一批高质量筛选门槛；更可能包含性能字段,journal_article_candidate_after_auto_screening,,low_priority
paper_0032,Catalytic activity of Ni–YSZ–CeO2 anode for the steam reforming of methane in a direct internal-reforming solid oxide fuel cell,Nobuyoshi Nakagawa,2001.0,Journal of Power Sources,10.1016/s0378-7753(00)00508-5,journal_article,2025,7.9,,manual_lookup,no,65,65,85,75.0,no,no,yes,期刊IF>=6，满足第一批高质量筛选门槛；更可能包含性能字段,journal_article_candidate_after_auto_screening,,low_priority
paper_0211,Catalytic evaluation of Ni–3%Sr-/MCM-41 in dry and steam reforming of methane,Motahareh Hasani Estalkhi,2024.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2024.04.347,journal_article,2025,8.3,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0207,Recent advances in the catalysis of steam reforming of methane (SRM),Joshua O. Ighalo,2023.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2023.10.177,journal_article,2025,8.3,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0184,Upgrading existing gas-steam combined cycle power plants through steam injection and methane steam reforming,Carapellucci,2019.0,Energy,10.1016/j.energy.2019.02.046,journal_article,2025,9.4,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0173,Real time optimization of steam reforming of methane in an industrial hydrogen plant,M. Taji,2018.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.05.094,journal_article,2025,8.3,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0163,Modelling and simulation in conventional fixed-bed and fixed-bed membrane reactors for the steam reforming of methane,Jornandes Dias da Silva,2016.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.01.083,journal_article,2025,8.3,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0164,Ni–perovskite interaction and its structural and catalytic consequences in methane steam reforming and methanation reactions,Ramona Thalinger,2016.0,Journal of Catalysis,10.1016/j.jcat.2016.01.020,journal_article,2025,6.5,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0146,Three-dimensionally ordered macroporous LaFeO3 perovskites for chemical-looping steam reforming of methane,Kun Zhao,2014.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2013.12.046,journal_article,2025,8.3,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0110,Thermodynamic equilibrium analysis of combined carbon dioxide reforming with steam reforming of methane to synthesis gas,Şeyma Özkara-Aydınoğlu,2010.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.08.134,journal_article,2025,8.3,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0087,"Co/Mg/Al hydrotalcite-type precursor, promoted with La and Ce, studied by XPS and applied to methane steam reforming reactions",Alessandra Fonseca Lucrédio,2009.0,Applied Surface Science,10.1016/j.apsusc.2009.01.020,journal_article,2025,6.9,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0076,Modeling and simulation of methane steam reforming in a thermally coupled membrane reactor,Kirtan Patel,2007.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2007.03.004,journal_article,2025,8.3,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0042,A simulation study of the steam reforming of methane in a dense tubular membrane reactor,Fausto Gallucci,2003.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2003.08.003,journal_article,2025,8.3,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0045,Production of hydrogen-rich gases from steam reforming of methane in an automatic catalytic microreactor,Menderes Levent,2003.0,International Journal of Hydrogen Energy,10.1016/s0360-3199(02)00195-7,journal_article,2025,8.3,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0038,Catalyst Shape as a Design Parameter—Optimum Shape for Methane-Steam Reforming Catalyst,J.S. Soltan Mohammadzadeh,2002.0,Process Safety and Environmental Protection,10.1205/026387602317446425,journal_article,2025,7.8,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0028,CO-free production of hydrogen via stepwise steam reforming of methane,T.V. Choudhary,2000.0,Journal of Catalysis,10.1006/jcat.2000.2853,journal_article,2025,6.5,,manual_lookup,no,65,50,85,72.0,no,no,no,期刊IF>=6，满足第一批高质量筛选门槛,journal_article_candidate_after_auto_screening,,low_priority
paper_0190,Process analysis of solar steam reforming of methane for producing low-carbon hydrogen,Enkhbayar Shagdar,2020.0,RSC Advances,10.1039/c9ra09835f,journal_article,2025,4.6,,manual_lookup,no,65,100,55,67.0,no,yes,yes,期刊IF介于3和6之间，保留为中质量备选；更可能包含条件字段；更可能包含性能字段,journal_article_candidate_after_auto_screening,,medium_priority
paper_0066,Steam Reforming of Methane in a Membrane Reactor:  An Industrial Case Study,Fausto Gallucci,2006.0,Industrial & Engineering Chemistry Research,10.1021/ie058063j,journal_article,2025,3.9,,manual_lookup,no,65,100,55,67.0,no,yes,yes,期刊IF介于3和6之间，保留为中质量备选；更可能包含条件字段；更可能包含性能字段,journal_article_candidate_after_auto_screening,,medium_priority
paper_0186,Chemical looping steam reforming of methane over Ce-doped perovskites,Xianhua Zhang,2020.0,Chemical Engineering Science,10.1016/j.ces.2020.115707,journal_article,2025,4.3,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0169,Methane dissociative adsorption in catalytic steam reforming of methane over Pd/CeO2 in an electric field,Satoshi Okada,2017.0,Catalysis Today,10.1016/j.cattod.2017.05.079,journal_article,2025,5.3,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0130,Steam reforming of methane in a bench-scale membrane reactor at realistic working conditions,M. Šarić,2012.0,Catalysis Today,10.1016/j.cattod.2012.04.009,journal_article,2025,5.3,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0086,Production of hydrogen by unmixed steam reforming of methane,Valerie Dupont,2008.0,Chemical Engineering Science,10.1016/j.ces.2008.02.015,journal_article,2025,4.3,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0052,Additive effect of noble metals on NiO-MgO solid solution in oxidative steam reforming of methane under atmospheric and pressurized conditions,Mohammad Nurunnabi,2005.0,Applied Catalysis A General,10.1016/j.apcata.2005.10.020,journal_article,2025,4.8,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0044,Novel circulating fast fluidized-bed membrane reformer for efficient production of hydrogen from steam reforming of methane,Zhongxiang Chen,2003.0,Chemical Engineering Science,10.1016/s0009-2509(03)00314-2,journal_article,2025,4.3,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0033,Heterogeneous reactor modeling for simulation of catalytic oxidation and steam reforming of methane,Ahmet K. Avcı,2001.0,Chemical Engineering Science,10.1016/s0009-2509(00)00271-2,journal_article,2025,4.3,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0025,A simulative comparison of dense and microporous membrane reactors for the steam reforming of methane,J.S. Oklany,1998.0,Applied Catalysis A General,10.1016/s0926-860x(98)00027-1,journal_article,2025,4.8,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0020,Catalytic methane steam reforming: novel results,И. И. Боброва,1995.0,Catalysis Today,10.1016/0920-5861(95)00037-g,journal_article,2025,5.3,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0022,Steam reforming of methane in a membrane reactor,Susanne Lægsgaard Jørgensen,1995.0,Catalysis Today,10.1016/0920-5861(95)00074-p,journal_article,2025,5.3,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0019,Methane steam reforming in asymmetric Pd- and Pd-Ag/porous SS membrane reactors,Jun Shu,1994.0,Applied Catalysis A General,10.1016/0926-860x(94)85199-9,journal_article,2025,4.8,,manual_lookup,no,65,50,55,57.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0016,A fluidized bed membrane reactor for the steam reforming of methane,Alaa-Eldin M. Adris,1991.0,The Canadian Journal of Chemical Engineering,10.1002/cjce.5450690504,journal_article,,,,,yes,65,80,0,35.5,no,no,yes,期刊IF缺失，需人工核查；更可能包含性能字段,journal_article_candidate_after_auto_screening,,low_priority
paper_0075,Membrane reactor performance of steam reforming of methane using hydrogen-permselective catalytic SiO2 membranes,Toshinori Tsuru,2007.0,Journal of Membrane Science,10.1016/j.memsci.2007.10.057,journal_article,,,,,yes,65,65,0,32.5,no,no,yes,期刊IF缺失，需人工核查；更可能包含性能字段,journal_article_candidate_after_auto_screening,,low_priority
paper_0172,Monolithic substrate support catalyst design considerations for steam methane reforming operation,Baharudin,2018.0,Reviews in Chemical Engineering,10.1515/revce-2016-0048,review,,,,,yes,65,60,0,31.5,no,yes,no,review仅作背景参考；期刊IF缺失，需人工核查；更可能包含条件字段,review_kept_separately_for_manual_flagging,review_background_only,low_priority
paper_0156,Thermodynamic analysis of steam reforming of methane with statistical approaches,Farshad Farshchi Tabrizi,2015.0,Energy Conversion and Management,10.1016/j.enconman.2015.07.005,journal_article,,,,,yes,65,50,0,29.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0104,Hydrogen and syngas production from two-step steam reforming of methane over CeO2-Fe2O3 oxygen carrier,Xing Zhu,2010.0,Journal of Rare Earths,10.1016/s1002-0721(09)60225-8,journal_article,,,,,yes,65,50,0,29.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0089,Inhibition of methane formation in steam reforming reactions through modification of Ni catalyst and the reactants,Hu,2009.0,Green Chemistry,10.1039/b814009j,journal_article,,,,,yes,65,50,0,29.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0061,Thin and dense Pd/CeO2/MPSS composite membrane for hydrogen separation and steam reforming of methane,Jianhua Tong,2005.0,Separation and Purification Technology,10.1016/j.seppur.2005.03.011,journal_article,,,,,yes,65,50,0,29.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0017,Solar steam reforming of methane,M. Böhmer,1991.0,Solar Energy Materials,10.1016/0165-1633(91)90081-u,journal_article,,,,,yes,65,50,0,29.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0015,Steam reforming of methane in a hydrogen-permeable membrane reactor,Shigeyuki Uemiya,1990.0,Applied Catalysis,10.1016/s0166-9834(00)84445-0,journal_article,,,,,yes,65,50,0,29.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0116,Methane Steam Reforming Reaction Behaviour in a Packed Bed Membrane Reactor,Chibane,2011.0,International Journal of Chemical Engineering and Applications,10.7763/ijcea.2011.v2.93,journal_article,,,,,yes,65,35,0,26.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
paper_0112,Hydrogen production from methane and natural gas steam reforming in conventional and microreactor reaction systems,Urko Izquierdo,2011.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.11.048,journal_article,2025,8.3,,manual_lookup,no,55,65,85,72.0,no,no,yes,期刊IF>=6，满足第一批高质量筛选门槛；更可能包含性能字段,journal_article_candidate_after_auto_screening,,low_priority
paper_0011,Simulation of steam reformers for methane,M.A. Soliman,1988.0,Chemical Engineering Science,10.1016/0009-2509(88)87044-1,journal_article,2025,4.3,,manual_lookup,no,55,50,55,54.0,no,no,no,期刊IF介于3和6之间，保留为中质量备选,journal_article_candidate_after_auto_screening,,low_priority
paper_0018,Simulation of Properties of a Rectangular Wall Reactor. Steam reforming and combustion of methane.,Fukuhara,1993.0,KAGAKU KOGAKU RONBUNSHU,10.1252/kakoronbunshu.19.295,journal_article,,,,,yes,55,50,0,26.5,no,no,no,期刊IF缺失，需人工核查,journal_article_candidate_after_auto_screening,,low_priority
